,Unnamed: 0,Title,Production company,Cast and crew,Rank,Genre,Tickets Sold,Release Year Gross,ReleaseYear
618,620,Life Itself,Amazon Studios / Temple Hill Entertainment,"Dan Fogelman (director/screenplay); Oscar Isaac, Olivia Wilde, Mandy Patinkin, Olivia Cooke, Laia Costa, Annette Bening, Antonio Banderas",186,Drama,449553.0,4095431.0,2018
619,621,The Sisters Brothers,Annapurna Pictures,"Jacques Audiard (director); Jacques Audiard, Thomas Bidegain (screenplay); John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal, Riz Ahmed",200,Western,345011.0,3143056.0,2018
620,622,Assassination Nation,Neon,"Sam Levinson (director/screenplay); Odessa Young, Suki Waterhouse, Hari Nef, Abra, Bella Thorne, Bill Skarsgård, Cody Christian, Joel McHale, Maude Apatow, Colman Domingo, Anika Noni Rose",220,Thriller/Suspense,220103.0,2005142.0,2018
621,623,Colette,Bleecker Street,"Wash Westmoreland (director/screenplay); Richard Glatzer (screenplay); Keira Knightley, Dominic West",174,Drama,562786.0,5126985.0,2018
622,624,Fahrenheit 11/9,Briarcliff / State Run Films,Michael Moore (director/screenplay),163,Documentary,697289.0,6352306.0,2018
623,625,My Son,Cohen Media Group,"Christian Carion (director/screenplay); Guillaume Canet, Melanie Laurent",622,Thriller/Suspense,762.0,6984.0,2019
624,626,"Love, Gilda",Magnolia Pictures / Motto Pictures / 3 Faces Films,Lisa Dapolito (director); Gilda Radner,284,Documentary,68750.0,626318.0,2018
625,627,My Hero Academia: Two Heroes,Funimation / Toho / Bones,"Kenji Nagasaki (director); Yōsuke Kuroda (screenplay); Justin Briner, Christopher R. Sabat, Clifford Chapin, Luci Christian, J. Michael Tatum, David Matranga",173,Adventure,595783.0,5427591.0,2018
626,628,Smallfoot,Warner Bros. Pictures / Warner Animation Group,"Karey Kirkpatrick (director/screenplay); Clare Sera (screenplay); Channing Tatum, James Corden, Zendaya, Common, LeBron James, Gina Rodriguez, Danny DeVito, Yara Shahidi, Ely Henry, Jimmy Tatro",38,Adventure,9108301.0,82976621.0,2018
628,630,Night School,Universal Pictures / Will Packer Productions,"Malcolm D. Lee (director); Kevin Hart, Harry Ratchford, Joey Wells, Matt Kellard, Nicholas Stoller (screenplay); Kevin Hart, Tiffany Haddish, Rob Riggle, Romany Malco",662,Documentary,519.0,4663.0,2017
631,633,Hell Fest,Lionsgate / CBS Films,"Gregory Plotkin (director); William Penick, Chris Sey (screenplay); Bex Taylor-Klaus, Amy Forsyth, Reign Edwards, Christian James, Matt Mercurio, Roby Attal",141,Horror,1219257.0,11107431.0,2018
632,634,Venom,Columbia Pictures / Marvel Entertainment,"Ruben Fleischer (director); Jeff Pinkner, Scott Rosenberg, Kelly Marcel (screenplay); Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott, Jenny Slate",11,Action,23428006.0,213429141.0,2018
634,636,The Hate U Give,20th Century Fox / Fox 2000 Pictures,"George Tillman Jr. (director); Audrey Wells (screenplay); Amandla Stenberg, Regina Hall, Russell Hornsby, KJ Apa, Algee Smith, Lamar Johnson, Issa Rae, Sabrina Carpenter, Common, Anthony Mackie",102,Drama,3256712.0,29668644.0,2018
636,638,The Happy Prince,Sony Pictures Classics,"Rupert Everett (director/screenplay); Rupert Everett, Colin Firth, Colin Morgan, Emily Watson",303,Drama,50987.0,464495.0,2018
637,639,First Man,Universal Pictures / DreamWorks Pictures / Amblin Entertainment,"Damien Chazelle (director); Josh Singer (screenplay); Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler, Corey Stoll, Ciaran Hinds, Christopher Abbott, Patrick Fugit, Lukas Haas",69,Drama,4931178.0,44923035.0,2018
639,641,Bad Times at the El Royale,20th Century Fox,"Drew Goddard (director/screenplay); Jeff Bridges, Cynthia Erivo, Dakota Johnson, Jon Hamm, Cailee Spaeny, Lewis Pullman, Nick Offerman, Chris Hemsworth",118,Thriller/Suspense,1958190.0,17839115.0,2018
640,642,Beautiful Boy,Amazon Studios / Plan B Entertainment,"Felix van Groeningen (director/screenplay); Luke Davies (screenplay); Steve Carell, Timothée Chalamet, Maura Tierney, Amy Ryan",155,Drama,835435.0,7610815.0,2018
642,644,The Oath,Roadside Attractions,"Ike Barinholtz (director/screenplay); Ike Barinholtz, Tiffany Haddish, Nora Dunn, Chris Ellis, Jon Barinholtz, Meredith Hagner, Carrie Brownstein, Billy Magnussen, John Cho",313,Black Comedy,44068.0,401464.0,2018
643,645,Halloween,Universal Pictures / Miramax / Blumhouse Productions,"David Gordon Green (director/screenplay); Jeff Fradley, Danny McBride (screenplay); Jamie Lee Curtis, Judy Greer, Andi Matichak, Will Patton, Virginia Gardner",19,Horror,17490835.0,159341510.0,2018
646,648,Can You Ever Forgive Me?,Fox Searchlight Pictures,"Marielle Heller (director); Nicole Holofcener, Jeff Whitty (screenplay); Melissa McCarthy, Richard E. Grant",156,Drama,828098.0,7543969.0,2018
648,650,Mid90s,A24,"Jonah Hill (director/screenplay); Sunny Suljic, Lucas Hedges, Katherine Waterston",157,Drama,808171.0,7362439.0,2018
649,651,Wildlife,IFC Films / June Pictures,"Paul Dano (director/screenplay); Zoe Kazan (screenplay); Carey Mulligan, Jake Gyllenhaal, Ed Oxenbould, Bill Camp",249,Drama,111142.0,1012504.0,2018
651,653,What They Had,Bleecker Street,"Elizabeth Chomko (director/screenplay); Hilary Swank, Michael Shannon, Robert Forster, Blythe Danner, Taissa Farmiga, Josh Lucas",347,Drama,28306.0,257869.0,2018
652,654,Hunter Killer,Summit Entertainment / Original Film,"Donovan Marsh (director); Arne Schmidt, Jamie Moss (screenplay); Gerard Butler, Gary Oldman, Common, Toby Stephens, Linda Cardellini, David Gyasi, Gabriel Chavarria, Zane Holtz, Michael Nyqvist",127,Thriller/Suspense,1730786.0,15767460.0,2018
653,655,Johnny English Strikes Again,Universal Pictures / StudioCanal / Working Title Films,"David Kerr (director); William Davies (screenplay); Rowan Atkinson, Olga Kurylenko, Ben Miller",180,Comedy,484322.0,4412170.0,2018
654,656,Suspiria,Amazon Studios,"Luca Guadagnino (director); David Kajganich (screenplay); Dakota Johnson, Tilda Swinton, Mia Goth, Angela Winkler, Ingrid Caven, Sylvie Testud, Jessica Harper, Chloë Grace Moretz",210,Horror,272609.0,2483472.0,2018
655,657,Indivisible,Pure Flix,"David G. Evans (director/screenplay); Cheryl McKay (screenplay); Sarah Drew, Justin Bruening, Jason George, Madeline Carroll, Tanner Stine, Michael O'Neill, Tia Mowry, Eric Close",189,Drama,385446.0,3511417.0,2018
656,658,Bullitt County,Mr. Pictures,"David McCracken (director/screenplay); Mike C. Nelson, Jenni Melear, David McCracken, Napoleon Ryan, Richard Riehle, Dorothy Lyman",631,Thriller/Suspense,1235.0,11257.0,2018
657,659,Bohemian Rhapsody,20th Century Fox / Regency Enterprises / GK Films,"Bryan Singer (director); Anthony McCarten (screenplay); Rami Malek, Lucy Boynton, Gwilym Lee, Ben Hardy, Joseph Mazzello, Aidan Gillen, Allen Leech, Tom Hollander, Mike Myers",14,Drama,20835690.0,189813133.0,2018
659,661,Boy Erased,Focus Features / Perfect World Pictures,"Joel Edgerton (director/screenplay); Lucas Hedges, Nicole Kidman, Russell Crowe, Joel Edgerton, Joe Alwyn, Xavier Dolan, Troye Sivan, Cherry Jones, Flea",160,Drama,743600.0,6774202.0,2018
661,663,A Private War,Aviron Pictures,"Matthew Heineman (director); Arash Amel (screenplay); Rosamund Pike, Jamie Dornan, Stanley Tucci, Tom Hollander",229,Drama,178168.0,1623111.0,2018
663,665,Bodied,Neon / YouTube Premium,"Joseph Kahn (director); Alex Larsen (screenplay); Calum Worthy, Jackie Long, Rory Uphold, Dumbfoundead, Walter Perez, Anthony Michael Hall",417,Comedy,12508.0,113956.0,2018
664,666,The Front Runner,Columbia Pictures,"Jason Reitman (director); Matt Bai, Jason Reitman, Jay Carson (screenplay); Hugh Jackman, Vera Farmiga, J. K. Simmons, Alfred Molina",221,Drama,218900.0,1994179.0,2018
665,667,Overlord,Paramount Pictures / Bad Robot Productions,"Julius Avery (director); Billy Ray, Mark L. Smith (screenplay); Jovan Adepo, Wyatt Russell, Mathilde Ollivier, John Magaro, Gianny Taufer, Pilou Asbæk, Bokeem Woodbine",111,Action,2382530.0,21704844.0,2018
666,668,Widows,20th Century Fox / Regency Enterprises / Film4 Productions,"Steve McQueen (director/screenplay); Gillian Flynn (screenplay); Viola Davis, Michelle Rodriguez, Elizabeth Debicki, Cynthia Erivo, Colin Farrell, Brian Tyree Henry, Daniel Kaluuya, Carrie Coon, Jacki Weaver, Robert Duvall, Liam Neeson",74,Thriller/Suspense,4599799.0,41904173.0,2018
668,670,Instant Family,Paramount Pictures,"Sean Anders (director/screenplay); John Morris (screenplay); Mark Wahlberg, Rose Byrne, Isabela Moner, Tig Notaro, Margo Martindale, Julie Hagerty, Octavia Spencer",48,Comedy,7118003.0,64845006.0,2018
670,672,Creed II,Metro-Goldwyn-Mayer / Warner Bros. Pictures / New Line Cinema,"Steven Caple Jr. (director); Sylvester Stallone, Juel Taylor (screenplay); Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Dolph Lundgren, Florian Munteanu, Wood Harris, Phylicia Rashad",30,Drama,12343416.0,112448520.0,2018
672,674,Green Book,Universal Pictures / DreamWorks Pictures / Participant Media,"Peter Farrelly (director/screenplay); Brian Hayes Currie, Nick Vallelonga (screenplay); Viggo Mortensen, Mahershala Ali, Linda Cardellini",89,Comedy,3529418.0,32153006.0,2018
674,676,Robin Hood,Summit Entertainment,"Otto Bathurst (director); Ben Chandler, David James Kelly (screenplay); Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson, Tim Minchin, Jamie Dornan",94,Action,3363887.0,30645013.0,2018
676,678,The Favourite,Fox Searchlight Pictures / Film4 Productions,"Yorgos Lanthimos (director); Deborah Davis, Tony McNamara (screenplay); Olivia Colman, Emma Stone, Rachel Weisz, Nicholas Hoult, Joe Alwyn",126,Black Comedy,1744069.0,15888465.0,2018
678,680,The Possession of Hannah Grace,Screen Gems,"Diederik van Rooijen (director); Brian Sieve (writer); Shay Mitchell, Grey Damon, Kirby Johnson, Stana Katic",130,Horror,1611711.0,14682696.0,2018
680,682,Anna and the Apocalypse,Orion Pictures,"John McPhail (director); Alan McDonald, Ryan McHenry (screenplay); Ella Hunt, Malcolm Cumming, Marli Siu, Sarah Swire, Christopher Leveaux, Ben Wiggins",294,Musical,59889.0,545597.0,2018
681,683,Capernaum,Sony Pictures Classics,"Nadine Labaki (director/screenplay); Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawthar Al Haddad",390,Drama,18923.0,172390.0,2018
683,685,Mary Queen of Scots,Focus Features / Working Title Films,"Josie Rourke (director); Beau Willimon (screenplay); Saoirse Ronan, Margot Robbie, Jack Lowden, Joe Alwyn, David Tennant, Guy Pearce",144,Drama,1087401.0,9906230.0,2018
685,687,Mortal Engines,Universal Pictures / Media Rights Capital / WingNut Films,"Christian Rivers (director); Peter Jackson, Fran Walsh, Philippa Boyens (screenplay); Hugo Weaving, Hera Hilmar, Robert Sheehan, Jihae, Ronan Raftery, Leila George, Patrick Malahide, Stephen Lang",128,Action,1634925.0,14894175.0,2018
687,689,The Mule,Warner Bros. Pictures,"Clint Eastwood (director); Nick Schenk (screenplay); Clint Eastwood, Bradley Cooper, Laurence Fishburne, Michael Peña, Dianne Wiest, Andy Garcia",49,Drama,7104318.0,64720334.0,2018
689,691,If Beale Street Could Talk,Annapurna Pictures / Plan B Entertainment,"Barry Jenkins (director/screenplay); Kiki Layne, Stephan James, Teyonah Parris, Regina King, Dave Franco, Ed Skrein, Diego Luna, Emily Rios",181,Drama,484000.0,4409248.0,2018
691,693,Mary Poppins Returns,Walt Disney Pictures,"Rob Marshall (director); David Magee (screenplay); Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters, Colin Firth, Meryl Streep, Dick Van Dyke, Angela Lansbury",23,Musical,15237899.0,138817262.0,2018
693,695,Aquaman,Warner Bros. Pictures / DC Films,"James Wan (director); David Leslie Johnson-McGoldrick, Will Beall (screenplay); Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson, Dolph Lundgren, Yahya Abdul-Mateen II, Ludi Lin, Temuera Morrison, Nicole Kidman",13,Action,21850694.0,199059824.0,2018
695,697,Bumblebee,Paramount Pictures / Allspark Pictures / Tencent Pictures,"Travis Knight (director); Christina Hodson (screenplay); Hailee Steinfeld, John Cena, Jorge Lendeborg Jr., John Ortiz, Jason Drucker, Pamela Adlon, Dylan O'Brien, Angela Bassett, Justin Theroux, Peter Cullen, Andrew Morgado",41,Adventure,7840408.0,71426119.0,2018
697,699,Welcome to Marwen,Universal Pictures / DreamWorks Pictures / ImageMovers,"Robert Zemeckis (director/screenplay); Caroline Thompson (screenplay); Steve Carell, Leslie Mann, Diane Kruger, Falk Hentschel, Janelle Monáe, Eiza González, Gwendoline Christie",149,Drama,917441.0,8357895.0,2018
699,701,Second Act,STX Entertainment,"Peter Segal (director); Elaine Goldsmith-Thomas, Justin Zackham (screenplay); Jennifer Lopez, Leah Remini, Vanessa Hudgens, Treat Williams, Milo Ventimiglia",87,Comedy,3599601.0,32792366.0,2018
701,703,Cold War,Amazon Studios,"Paweł Pawlikowski (director); Paweł Pawlikowski, Janusz Głowacki (screenplay); Joanna Kulig, Tomasz Kot, Agata Kulesza",343,Drama,29870.0,272118.0,2018
703,705,Holmes & Watson,Columbia Pictures / Gary Sanchez Productions,"Etan Cohen (director/screenplay); Will Ferrell, John C. Reilly, Rebecca Hall, Ralph Fiennes, Rob Brydon, Kelly Macdonald, Steve Coogan, Lauren Lapkus, Pam Ferris, Hugh Laurie",103,Comedy,3107985.0,28313749.0,2018
705,707,On the Basis of Sex,Focus Features,"Mimi Leder (director); Daniel Stiepleman (screenplay); Felicity Jones, Armie Hammer, Justin Theroux, Jack Reynor, Cailee Spaeny, Sam Waterston, Kathy Bates",226,Drama,184041.0,1676622.0,2018
708,710,Destroyer,Annapurna Pictures,"Karyn Kusama (director); Phil Hay, Matt Manfredi (screenplay); Nicole Kidman, Sebastian Stan, Toby Kebbell, Tatiana Maslany, Bradley Whitford, Jade Pettyjohn, Scoot McNairy",350,Thriller/Suspense,27231.0,248081.0,2018
710,713,Escape Room,Columbia Pictures / Original Film,"Adam Robitel (director); Bragi F. Schut, Maria Melnik (screenplay); Taylor Russell, Logan Miller, Deborah Ann Woll, Tyler Labine, Jay Ellis, Nik Dodani, Yorick van Wageningen",72,Horror,4231723.0,38762584.0,2019
711,714,The Upside,STX Entertainment,"Neil Burger (director); Jon Hartmere (screenplay); Bryan Cranston, Kevin Hart, Nicole Kidman",27,Comedy,11816102.0,108235497.0,2019
712,715,Replicas,Entertainment Studios,Jeffrey Nachmanoff (director); Chad St. John (screenplay); Keanu Reeves,171,Thriller/Suspense,441749.0,4046429.0,2019
713,716,Glass,Universal Pictures / Buena Vista International / Perfect World Pictures / Blinding Edge Pictures / Blumhouse Productions,"M. Night Shyamalan (director/screenplay); James McAvoy, Bruce Willis, Samuel L. Jackson, Sarah Paulson, Anya Taylor-Joy, Spencer Treat Clark, Charlayne Woodard",24,Thriller/Suspense,12123195.0,111048468.0,2019
714,717,The Kid Who Would Be King,20th Century Fox / TSG Entertainment / Working Title Films,"Joe Cornish (director/screenplay); Louis Ashbourne Serkis, Dean Chaumoo, Tom Taylor, Rhianna Doris, Angus Imrie, Rebecca Ferguson, Patrick Stewart",115,Adventure,1833055.0,16790790.0,2019
715,718,Serenity,Aviron Pictures / Global Road Entertainment,"Steven Knight (director/screenplay); Matthew McConaughey, Anne Hathaway, Jason Clarke, Diane Lane, Djimon Hounsou",139,Thriller/Suspense,933083.0,8547045.0,2019
716,719,Miss Bala,Columbia Pictures,"Catherine Hardwicke (director); Gareth Dunnet-Alcocer (screenplay); Gina Rodriguez, Ismael Cruz Córdova, Anthony Mackie",118,Action,1637339.0,14998027.0,2019
717,720,Piercing,Universal Pictures,"Nicolas Pesce (director/screenplay); Christopher Abbott, Mia Wasikowska, Laia Costa, Maria Dizzia, Marin Ireland, Wendell Pierce",565,Horror,1731.0,15856.0,2019
718,721,What Men Want,Paramount Players / Will Packer Productions,"Adam Shankman (director); Tina Gordon Chism (screenplay); Taraji P. Henson, Tracy Morgan, Max Greenfield, Aldis Hodge, Wendi McLendon-Covey",53,Romantic Comedy,5961998.0,54611903.0,2019
719,722,Cold Pursuit,Summit Entertainment / StudioCanal,"Hans Petter Moland (director); Frank Baldwin (screenplay); Liam Neeson, Tom Bateman, Tom Jackson, Emmy Rossum, Domenick Lombardozzi, Julia Jones, John Doman, Laura Dern",79,Thriller/Suspense,3508609.0,32138862.0,2019
720,723,The Prodigy,Orion Pictures / XYZ Films,"Nicholas McCarthy (director); Jeff Buhler (screenplay); Taylor Schilling, Peter Mooney, Colm Feore",119,Horror,1621865.0,14856291.0,2019
721,724,Happy Death Day 2U,Universal Pictures / Blumhouse Productions,"Christopher Landon (director/screenplay); Jessica Rothe, Israel Broussard, Phi Vu, Suraj Sharma, Sarah Yarkin, Ruby Modine, Rachel Matthews, Charles Aitken, Steve Zissis",86,Thriller/Suspense,3072940.0,28148130.0,2019
722,725,Alita: Battle Angel,20th Century Fox / Lightstorm Entertainment / TSG Entertainment,"Robert Rodriguez (director); James Cameron, Laeta Kalogridis (screenplay); Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali, Ed Skrein, Jackie Earle Haley, Keean Johnson, Leonard Wu",33,Action,9357009.0,85710210.0,2019
724,727,Greta,Focus Features,"Neil Jordan (director/screenplay); Ray Wright (screenplay); Isabelle Huppert, Chloë Grace Moretz, Maika Monroe, Colm Feore, Stephen Rea",130,Thriller/Suspense,1151126.0,10544310.0,2019
725,728,Captain Marvel,Marvel Studios,"Anna Boden, Ryan Fleck (directors/screenplay); Geneva Robertson-Dworet (screenplay); Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Djimon Hounsou, Lee Pace, Lashana Lynch, Gemma Chan, Annette Bening, Clark Gregg, Jude Law",5,Action,46597144.0,426829839.0,2019
726,729,The Kid,Lionsgate Films,"Vincent D'Onofrio (director); Andrew Lanham (screenplay); Ethan Hawke, Dane DeHaan, Jake Schur, Leila George, Adam Baldwin, Chris Pratt",218,Western,164693.0,1508593.0,2019
727,730,Wonder Park,Paramount Pictures / Paramount Animation / Nickelodeon Movies,"Josh Appelbaum, Andre Nemec (screenplay); Brianna Denski, Ken Hudson Campbell, Matthew Broderick, Jennifer Garner, Kenan Thompson, Ken Jeong, Mila Kunis, John Oliver",61,Adventure,4936331.0,45216793.0,2019
728,731,Captive State,Focus Features / Participant Media,"Rupert Wyatt (director/screenplay); Erica Beeney (screenplay); John Goodman, Ashton Sanders, Jonathan Majors, Machine Gun Kelly, Vera Farmiga",150,Thriller/Suspense,650471.0,5958315.0,2019
729,732,The Aftermath,Fox Searchlight Pictures,"James Kent (director); Joe Shrapnel, Anna Waterhouse (screenplay); Alexander Skarsgård, Keira Knightley, Jason Clarke",213,Drama,176691.0,1618497.0,2019
730,733,Five Feet Apart,Lionsgate / CBS Films,"Justin Baldoni (director); Mikki Daughtry, Tobias Iaconis (screenplay); Cole Sprouse, Haley Lu Richardson",60,Drama,4992273.0,45729221.0,2019
731,734,Triple Threat,WWE Studios / TF1 Séries Films / Ingenious Media,"Jesse V. Johnson (director); Dwayne Smith (screenplay); Tony Jaa, Iko Uwais, Tiger Chen, Scott Adkins, Yanin Vismitananda, Celina Jade, Michael Bisping, Michael Jai White",444,Thriller/Suspense,8328.0,76289.0,2019
732,735,Us,Universal Pictures / Monkeypaw Productions / Perfect World Pictures,"Jordan Peele (director/screenplay); Lupita Nyong'o, Winston Duke, Shahadi Wright Joseph, Evan Alex, Elisabeth Moss, Tim Heidecker",12,Thriller/Suspense,19114037.0,175084580.0,2019
